id,SKU,Descripcion,PrecioLista,Precio Distribuidor,idProveedor,Activo,Fotografia,Especificacion,Video,Status,Unidad, Moneda,Categorizacion
 ,C-14,MAN GDE EUR-CAPRI CR, ,718.0,,,http://portal.helvex.com.mx/images/productos/C-14.jpg,,,,ST,MXN,
 ,C-16,MAN GDE EUR-RIVOLI CR, ,718.0,,,http://portal.helvex.com.mx/images/productos/C-16.jpg,,,,ST,MXN,
 ,C-20,MAN GDE ANDROS CR, ,718.0,,,http://portal.helvex.com.mx/images/productos/C-20.jpg,,,,ST,MXN,
 ,C-3,MAN GDE DIAMANTE ACRIL TR, ,660.0,,,http://portal.helvex.com.mx/images/productos/C-3.jpg,,,,ST,MXN,
 ,C-35,MAN GDE EURO-TRIPOLI CR, ,718.0,,,http://portal.helvex.com.mx/images/productos/C-35.jpg,,,,ST,MXN,
 ,C-37,MAN GDE CRUZ ANTIQUA CENTENARIO CR, ,1136.0,,,http://portal.helvex.com.mx/images/productos/C-37.jpg,,,,ST,MXN,
 ,C-38-B/S,MAN GDE MANIJA OASIS SB, ,1218.0,,,http://portal.helvex.com.mx/images/productos/C-38-B/S.jpg,,,,ST,MXN,
 ,C-38-BA,MAN GDE MANIJA OASIS BA, ,1328.0,,,http://portal.helvex.com.mx/images/productos/C-38-BA.jpg,,,,ST,MXN,
 ,C-44,MAN GDE CRUZ ANTARES CR, ,669.0,,,http://portal.helvex.com.mx/images/productos/C-44.jpg,,,,ST,MXN,
 ,C-45,MAN GDE MANIJA ALBATROS CR, ,669.0,,,http://portal.helvex.com.mx/images/productos/C-45.jpg,,,,ST,MXN,
 ,C-46,MAN GDE ANTEA CR, ,469.0,,,http://portal.helvex.com.mx/images/productos/C-46.jpg,,,,ST,MXN,
 ,C-47,MAN GDE CORINTO CR, ,781.0,,,http://portal.helvex.com.mx/images/productos/C-47.jpg,,,,ST,MXN,
 ,C-5,MAN GDE FLAIR ACRIL TR, ,660.0,,,http://portal.helvex.com.mx/images/productos/C-5.jpg,,,,ST,MXN,
 ,C-56,MAN GDE MANIJA ELEGANCE CR, ,1359.0,,,http://portal.helvex.com.mx/images/productos/C-56.jpg,,,,ST,MXN,
 ,C-56-S/L,MAN GDE MANIJA ELEGANCE SL, ,1497.0,,,http://portal.helvex.com.mx/images/productos/C-56-S/L.jpg,,,,ST,MXN,
 ,C-59,MAN GDE CRUZ ATICA CR, ,669.0,,,http://portal.helvex.com.mx/images/productos/C-59.jpg,,,,ST,MXN,
 ,C-62,MAN GDE MANIJA NUVA I CR, ,1380.0,,,http://portal.helvex.com.mx/images/productos/C-62.jpg,,,,ST,MXN,
 ,C-62-ND,MAN GDE MANIJA NUVA I ND, ,1519.0,,,http://portal.helvex.com.mx/images/productos/C-62-ND.jpg,,,,ST,MXN,
 ,C-62-S,MAN GDE MANIJA NUVA I S, ,1519.0,,,http://portal.helvex.com.mx/images/productos/C-62-S.jpg,,,,ST,MXN,
 ,C-62-SD,MAN GDE MANIJA NUVA I SD, ,1666.0,,,http://portal.helvex.com.mx/images/productos/C-62-SD.jpg,,,,ST,MXN,
 ,C-63-SD,MAN GDE MANIJA NUVA II SD, ,1595.0,,,http://portal.helvex.com.mx/images/productos/C-63-SD.jpg,,,,ST,MXN,
 ,C-65,MAN GDE CRUZ NUVA IV CR, ,1380.0,,,http://portal.helvex.com.mx/images/productos/C-65.jpg,,,,ST,MXN,
 ,C-65-ND,MAN GDE CRUZ NUVA IV ND, ,1519.0,,,http://portal.helvex.com.mx/images/productos/C-65-ND.jpg,,,,ST,MXN,
 ,C-65-S,MAN GDE CRUZ NUVA IV S, ,1519.0,,,http://portal.helvex.com.mx/images/productos/C-65-S.jpg,,,,ST,MXN,
 ,C-67,MAN GDE MANIJA PRIMMA CR, ,696.0,,,http://portal.helvex.com.mx/images/productos/C-67.jpg,,,,ST,MXN,
 ,C-69,MAN GDE MANIJA KUBICA CR, ,1443.0,,,http://portal.helvex.com.mx/images/productos/C-69.jpg,,,,ST,MXN,
 ,C-69-S,MAN GDE MANIJA KUBICA S, ,1589.0,,,http://portal.helvex.com.mx/images/productos/C-69-S.jpg,,,,ST,MXN,
 ,C-70,MAN GDE MANIJA PREMIER CR, ,1148.0,,,http://portal.helvex.com.mx/images/productos/C-70.jpg,,,,ST,MXN,
 ,C-70-S,MAN GDE MANIJA PREMIER S, ,1322.0,,,http://portal.helvex.com.mx/images/productos/C-70-S.jpg,,,,ST,MXN,
 ,C-73,MAN GDE MANIJA KONOS CR, ,1143.0,,,http://portal.helvex.com.mx/images/productos/C-73.jpg,,,,ST,MXN,
 ,C-75-AI,MAN GDE CRUZ CRUZ INNOVEX AI, ,1542.0,,,http://portal.helvex.com.mx/images/productos/C-75-AI.jpg,,,,ST,MXN,
 ,C-77,MAN GDE MANIJA MAGNA DX CR, ,1374.0,,,http://portal.helvex.com.mx/images/productos/C-77.jpg,,,,ST,MXN,
 ,C-77-ND,MANERALES GRANDES MAGNA DX ND, ,1515.0,,,http://portal.helvex.com.mx/images/productos/C-77-ND.jpg,,,,ST,MXN,
 ,C-77-S,MAN GDE MANIJA MAGNA DX S, ,1515.0,,,http://portal.helvex.com.mx/images/productos/C-77-S.jpg,,,,ST,MXN,
 ,E-20,ENS TS BIDET CR, ,4736.0,,,http://portal.helvex.com.mx/images/productos/E-20.jpg,,,,ST,MXN,
 ,E-20-AQ-S,ENS BIDET S, ,4622.0,,,http://portal.helvex.com.mx/images/productos/E-20-AQ-S.jpg,,,,ST,MXN,
 ,E-20-S,ENS BIDET S, ,5448.0,,,http://portal.helvex.com.mx/images/productos/E-20-S.jpg,,,,ST,MXN,
 ,E-20-S-PVD,ENS BIDET SD, ,5448.0,,,http://portal.helvex.com.mx/images/productos/E-20-S-PVD.jpg,,,,ST,MXN,
 ,E-2001,ENS LAV TS DESAUT ELEGANCE CR, ,5590.0,,,http://portal.helvex.com.mx/images/productos/E-2001.jpg,,,,ST,MXN,
 ,E-2001-B/S,ENS LAV TS DESAUT ELEGANCE SB, ,6026.0,,,http://portal.helvex.com.mx/images/productos/E-2001-B/S.jpg,,,,ST,MXN,
 ,E-2001-BA,ENS LAV TS DESAUT ELEGANCE BA, ,6549.0,,,http://portal.helvex.com.mx/images/productos/E-2001-BA.jpg,,,,ST,MXN,
 ,E-2001-S/L,ENS LAV TS DESAUT ELEGANCE SL, ,6164.0,,,http://portal.helvex.com.mx/images/productos/E-2001-S/L.jpg,,,,ST,MXN,
 ,E-2006,ENS LAV TS DESAUT NUVA CR, ,5855.0,,,http://portal.helvex.com.mx/images/productos/E-2006.jpg,,,,ST,MXN,
 ,E-2006-ND,ENS LAV TS DESAUT NUVA ND, ,6448.0,,,http://portal.helvex.com.mx/images/productos/E-2006-ND.jpg,,,,ST,MXN,
 ,E-2006-S,ENS LAV TS DESAUT NUVA S, ,6448.0,,,http://portal.helvex.com.mx/images/productos/E-2006-S.jpg,,,,ST,MXN,
 ,E-2006-S-PVD,ENS LAV TS DESAUT NUVA SD, ,6103.0,,,http://portal.helvex.com.mx/images/productos/E-2006-S-PVD.jpg,,,,ST,MXN,
 ,E-2114,ENS LAV TS DESAUT KUBICA CR, ,6322.0,,,http://portal.helvex.com.mx/images/productos/E-2114.jpg,,,,ST,MXN,
 ,E-2114-S,ENS LAV TS DESAUT KUBICA S, ,6959.0,,,http://portal.helvex.com.mx/images/productos/E-2114-S.jpg,,,,ST,MXN,
 ,E-2115,ENS LAV TS DESAUT PREMIER CR, ,4150.0,,,http://portal.helvex.com.mx/images/productos/E-2115.jpg,,,,ST,MXN,
 ,E-2115-S,ENS LAV TS DESAUT PREMIER S, ,4771.0,,,http://portal.helvex.com.mx/images/productos/E-2115-S.jpg,,,,ST,MXN,
 ,E-2116,ENS LAV TS DESAUT KONOS CR, ,3856.0,,,http://portal.helvex.com.mx/images/productos/E-2116.jpg,,,,ST,MXN,
 ,E-2118,ENS LAV TS PUSH ACUEDUCTO CR, ,6356.0,,,http://portal.helvex.com.mx/images/productos/E-2118.jpg,,,,ST,MXN,
 ,E-2118-S,ENS LAV TS PUSH ACUEDUCTO S, ,7311.0,,,http://portal.helvex.com.mx/images/productos/E-2118-S.jpg,,,,ST,MXN,
 ,E-2119,ENS LAV TS DESAUT MAGNA DX CR, ,6020.0,,,http://portal.helvex.com.mx/images/productos/E-2119.jpg,,,,ST,MXN,
 ,E-2119-ND,ENSAMBLE LAVABO TS MAGNA DX DESAUT ND, ,6627.0,,,http://portal.helvex.com.mx/images/productos/E-2119-ND.jpg,,,,ST,MXN,
 ,E-2119-S,ENS LAV TS DESAUT MAGNA DX S, ,6627.0,,,http://portal.helvex.com.mx/images/productos/E-2119-S.jpg,,,,ST,MXN,
 ,E-2120,ENS ALTO LAV TS DESAUT MAGNA DX CR, ,6020.0,,,http://portal.helvex.com.mx/images/productos/E-2120.jpg,,,,ST,MXN,
 ,E-2120-ND,ENSAMBLE LAVABO TS MAGNA  DX DESAUT ND, ,6627.0,,,http://portal.helvex.com.mx/images/productos/E-2120-ND.jpg,,,,ST,MXN,
 ,E-2120-S,ENS ALTO LAV TS DESAUT MAGNA DX S, ,6627.0,,,http://portal.helvex.com.mx/images/productos/E-2120-S.jpg,,,,ST,MXN,
 ,E-2121,ENS LAV ELITE DX CCTRAREJ CR., ,2646.0,,,http://portal.helvex.com.mx/images/productos/E-2121.jpg,,,,ST,MXN,
 ,E-2122,ENS LAV EUROPEO DX CCTRA PUSH CR., ,3761.0,,,http://portal.helvex.com.mx/images/productos/E-2122.jpg,,,,ST,MXN,
 ,E-25,MON BIDET NUVA DESAUT CR, ,4833.0,,,http://portal.helvex.com.mx/images/productos/E-25.jpg,,,,ST,MXN,
 ,E-300,MON FREG CCUB, ,2461.0,,,http://portal.helvex.com.mx/images/productos/E-300.jpg,,,,ST,MXN,
 ,E-300-SD,MON FREG CCUB SD, ,3072.0,,,http://portal.helvex.com.mx/images/productos/E-300-SD.jpg,,,,ST,MXN,
 ,E-3000,ENS LAV PARED CONTRA HONGO NUVA CR, ,5579.0,,,http://portal.helvex.com.mx/images/productos/E-3000.jpg,,,,ST,MXN,
 ,E-3000-7PLG,ENS LAV PARED 7" CTRAHNG SREB NUVA CR, ,5297.0,,,http://portal.helvex.com.mx/images/productos/E-3000-7PLG.jpg,,,,ST,MXN,
 ,E-3000-ND,ENS LAV PARED CTRAHNG SREB NUVA ND, ,6142.0,,,http://portal.helvex.com.mx/images/productos/E-3000-ND.jpg,,,,ST,MXN,
 ,E-3000-S,ENS LAV PARED CONTRA HONGO NUVA S, ,6142.0,,,http://portal.helvex.com.mx/images/productos/E-3000-S.jpg,,,,ST,MXN,
 ,E-3003,MON LAV PARED CONTRA HONGO NUVA CR, ,5579.0,,,http://portal.helvex.com.mx/images/productos/E-3003.jpg,,,,ST,MXN,
 ,E-3003-23CM,MON LAV PARED 23CM NUVA CR, ,5637.0,,,http://portal.helvex.com.mx/images/productos/E-3003-23CM.jpg,,,,ST,MXN,
 ,E-3003-26CM,MON LAV PARED 26CM CTR HNGO SREB NUVA CR, ,5637.0,,,http://portal.helvex.com.mx/images/productos/E-3003-26CM.jpg,,,,ST,MXN,
 ,E-3003-CO,MON LAV PARED CTRAHNG NUVA CO, ,6083.0,,,http://portal.helvex.com.mx/images/productos/E-3003-CO.jpg,,,,ST,MXN,
 ,E-3003-ND,MON LAV PARED CTRAHNG SREB NUVA ND, ,6142.0,,,http://portal.helvex.com.mx/images/productos/E-3003-ND.jpg,,,,ST,MXN,
 ,E-3003-S,MON LAV PARED CONTRA HONGO NUVA S, ,6142.0,,,http://portal.helvex.com.mx/images/productos/E-3003-S.jpg,,,,ST,MXN,
 ,E-3004,ENS LAV PARED CONTRA HONGO KUBICA CR, ,5771.0,,,http://portal.helvex.com.mx/images/productos/E-3004.jpg,,,,ST,MXN,
 ,E-3004-S,ENS LAV PARED CONTRA HONGO KUBICA S, ,6349.0,,,http://portal.helvex.com.mx/images/productos/E-3004-S.jpg,,,,ST,MXN,
 ,E-3004-SD,ENS LAV PARED CTRAHNG SREB KUBICA SD, ,6345.0,,,http://portal.helvex.com.mx/images/productos/E-3004-SD.jpg,,,,ST,MXN,
 ,E-3005,MON LAV PARED CONTRA HONGO KUBICA CR, ,5771.0,,,http://portal.helvex.com.mx/images/productos/E-3005.jpg,,,,ST,MXN,
 ,E-3005-23CM,MON LAV PARED23CM CTRAHNG SREB KUBICA CR, ,6638.0,,,http://portal.helvex.com.mx/images/productos/E-3005-23CM.jpg,,,,ST,MXN,
 ,E-3005-S,MON LAV PARED CONTRA HONGO KUBICA S, ,6349.0,,,http://portal.helvex.com.mx/images/productos/E-3005-S.jpg,,,,ST,MXN,
 ,E-3006-S,MON LAV PARED CTRAHONGO MIURA S, ,6543.0,,,http://portal.helvex.com.mx/images/productos/E-3006-S.jpg,,,,ST,MXN,
 ,E-3007,MON LAV PARED CONTRA HONGO VERTIKA CR, ,5165.0,,,http://portal.helvex.com.mx/images/productos/E-3007.jpg,,,,ST,MXN,
 ,E-3007-S,MON LAV PARED CONTRA HONGO VERTIKA S, ,5684.0,,,http://portal.helvex.com.mx/images/productos/E-3007-S.jpg,,,,ST,MXN,
 ,E-3007-SD,MON LAV PARED CTRAHNG SREB VERTIKA SD, ,5968.0,,,http://portal.helvex.com.mx/images/productos/E-3007-SD.jpg,,,,ST,MXN,
 ,E-3008,MON LAV PARED PUSH ACUEDUCTO CR, ,6290.0,,,http://portal.helvex.com.mx/images/productos/E-3008.jpg,,,,ST,MXN,
 ,E-3008-S,MON LAV PARED PUSH ACUEDUCTO S, ,6921.0,,,http://portal.helvex.com.mx/images/productos/E-3008-S.jpg,,,,ST,MXN,
 ,E-3008-SD,MON LAV PARED PUSH SREB ACUEDUCTO SD, ,7265.0,,,http://portal.helvex.com.mx/images/productos/E-3008-SD.jpg,,,,ST,MXN,
 ,E-3009,MON LAV PARED PUSH VERTIKA CR, ,5165.0,,,http://portal.helvex.com.mx/images/productos/E-3009.jpg,,,,ST,MXN,
 ,E-3009-S,MON LAV PARED PUSH VERTIKA S, ,5684.0,,,http://portal.helvex.com.mx/images/productos/E-3009-S.jpg,,,,ST,MXN,
 ,E-3010,MON LAV PARED PUSH ACUEDUCTO CR, ,5321.0,,,http://portal.helvex.com.mx/images/productos/E-3010.jpg,,,,ST,MXN,
 ,E-3010-S,MON LAV PARED PUSH ACUEDUCTO S, ,5854.0,,,http://portal.helvex.com.mx/images/productos/E-3010-S.jpg,,,,ST,MXN,
 ,E-305,MON FREG FLEX 2CH SCUB PROFESIONAL CR, ,6489.0,,,http://portal.helvex.com.mx/images/productos/E-305.jpg,,,,ST,MXN,
 ,E-305-AAI,MON FREG FLEX 2CH SCUB PROFESIONAL AAI, ,7834.0,,,http://portal.helvex.com.mx/images/productos/E-305-AAI.jpg,,,,ST,MXN,
 ,E-306,MON FREG RETRACT 2CH SCUB CR, ,5630.0,,,http://portal.helvex.com.mx/images/productos/E-306.jpg,,,,ST,MXN,
 ,E-307,MON CURVO FREG RETRACT MAGNETIC 2CH CR, ,5361.0,,,http://portal.helvex.com.mx/images/productos/E-307.jpg,,,,ST,MXN,
 ,E-308,MON FREG DOBLE CR, ,7461.0,,,http://portal.helvex.com.mx/images/productos/E-308.jpg,,,,ST,MXN,
 ,E-32,MON FREG CCUB NUVA CR, ,3476.0,,,http://portal.helvex.com.mx/images/productos/E-32.jpg,,,,ST,MXN,
 ,E-32-SD,MON FREG CCUB NUVA SD, ,4202.0,,,http://portal.helvex.com.mx/images/productos/E-32-SD.jpg,,,,ST,MXN,
 ,E-34,MON FREG CCUB NOVUS CR, ,2698.0,,,http://portal.helvex.com.mx/images/productos/E-34.jpg,,,,ST,MXN,
 ,E-34-SD,MON FREG CCUB NOVUS SD, ,3264.0,,,http://portal.helvex.com.mx/images/productos/E-34-SD.jpg,,,,ST,MXN,
 ,E-39,MON FREG RETRACT 2CH CCUB ERGO PLUS CR, ,4538.0,,,http://portal.helvex.com.mx/images/productos/E-39.jpg,,,,ST,MXN,
 ,E-40,ENS EMP TRIPLE CR, ,1603.0,,,http://portal.helvex.com.mx/images/productos/E-40.jpg,,,,ST,MXN,
 ,E-40-AQ,ENS EMP TRIPLE SCHAP, ,1415.0,,,http://portal.helvex.com.mx/images/productos/E-40-AQ.jpg,,,,ST,MXN,
 ,E-40-II,ENS EMP TRIPLE V-II CR, ,1603.0,,,http://portal.helvex.com.mx/images/productos/E-40-II.jpg,,,,ST,MXN,
 ,E-45,MON REG TINA SDESV NOVUS CR, ,1861.0,,,http://portal.helvex.com.mx/images/productos/E-45.jpg,,,,ST,MXN,
 ,E-46,MON REG O TINA SDESV NUVA CR, ,2460.0,,,http://portal.helvex.com.mx/images/productos/E-46.jpg,,,,ST,MXN,
 ,E-46-ND,MON REG O TINA SDESV NUVA ND, ,2708.0,,,http://portal.helvex.com.mx/images/productos/E-46-ND.jpg,,,,ST,MXN,
 ,E-46-S,MON REG O TINA SDESV NUVA S, ,2708.0,,,http://portal.helvex.com.mx/images/productos/E-46-S.jpg,,,,ST,MXN,
 ,E-47,MON REG Y TINA CDESV NUVA CR, ,2581.0,,,http://portal.helvex.com.mx/images/productos/E-47.jpg,,,,ST,MXN,
 ,E-47-ND,MON REG Y TINA CDESV NUVA ND, ,2843.0,,,http://portal.helvex.com.mx/images/productos/E-47-ND.jpg,,,,ST,MXN,
 ,E-47-S,MON REG Y TINA CDESV NUVA S, ,2843.0,,,http://portal.helvex.com.mx/images/productos/E-47-S.jpg,,,,ST,MXN,
 ,E-48,MON REG TINA SDESV KUBICA CR, ,2973.0,,,http://portal.helvex.com.mx/images/productos/E-48.jpg,,,,ST,MXN,
 ,E-48-S,MON REG TINA SDESV KUBICA S, ,3270.0,,,http://portal.helvex.com.mx/images/productos/E-48-S.jpg,,,,ST,MXN,
 ,E-49,MON REG-TINA CDESV KUBICA CR, ,3374.0,,,http://portal.helvex.com.mx/images/productos/E-49.jpg,,,,ST,MXN,
 ,E-49-S,MON REG-TINA CDESV KUBICA S, ,3886.0,,,http://portal.helvex.com.mx/images/productos/E-49-S.jpg,,,,ST,MXN,
 ,E-50,ENS EMP DUPLEX CR, ,1131.0,,,http://portal.helvex.com.mx/images/productos/E-50.jpg,,,,ST,MXN,
 ,E-50-AQ,ENS EMP DUPLEX SCHAP V-II, ,934.0,,,http://portal.helvex.com.mx/images/productos/E-50-AQ.jpg,,,,ST,MXN,
 ,E-50-II,ENS EMP DUPLEX V-II CR, ,1131.0,,,http://portal.helvex.com.mx/images/productos/E-50-II.jpg,,,,ST,MXN,
 ,E-57-BA,MON REG TINA CVALC SDESV MIURA BA, ,3130.0,,,http://portal.helvex.com.mx/images/productos/E-57-BA.jpg,,,,ST,MXN,
 ,E-57-SD,MON REG TINA CVALC SDESV MIURA SD, ,2877.0,,,http://portal.helvex.com.mx/images/productos/E-57-SD.jpg,,,,ST,MXN,
 ,E-59,MON REG TINA SDESV EXPLORA CR, ,1831.0,,,http://portal.helvex.com.mx/images/productos/E-59.jpg,,,,ST,MXN,
 ,E-60,ENS EMP IND ROSCAR CR, ,641.0,,,http://portal.helvex.com.mx/images/productos/E-60.jpg,,,,ST,MXN,
 ,E-60-AQ,ENS EMP INDIV ROSCA SCHAP V-II, ,481.0,,,http://portal.helvex.com.mx/images/productos/E-60-AQ.jpg,,,,ST,MXN,
 ,E-60-II,ENS EMP IND ROSCAR V-II CR, ,641.0,,,http://portal.helvex.com.mx/images/productos/E-60-II.jpg,,,,ST,MXN,
 ,E-61,ENS EMP IND SOLDAR CR, ,641.0,,,http://portal.helvex.com.mx/images/productos/E-61.jpg,,,,ST,MXN,
 ,E-61-AQ,ENS EMP IND SOLDAR SCHAP, ,481.0,,,http://portal.helvex.com.mx/images/productos/E-61-AQ.jpg,,,,ST,MXN,
 ,E-61-AQ-II,ENS EMP IND SOLDAR SCHAP II, ,481.0,,,http://portal.helvex.com.mx/images/productos/E-61-AQ-II.jpg,,,,ST,MXN,
 ,E-61-II,ENS EMP IND SOLDAR V-II CR, ,641.0,,,http://portal.helvex.com.mx/images/productos/E-61-II.jpg,,,,ST,MXN,
 ,E-61-S,ENS EMP IND SOLDAR S, ,677.0,,,http://portal.helvex.com.mx/images/productos/E-61-S.jpg,,,,ST,MXN,
 ,E-700,MON REG O TINA SDESV VERTIKA CR, ,2531.0,,,http://portal.helvex.com.mx/images/productos/E-700.jpg,,,,ST,MXN,
 ,E-700-S,MON REG O TINA SDESV VERTIKA S, ,2787.0,,,http://portal.helvex.com.mx/images/productos/E-700-S.jpg,,,,ST,MXN,
 ,E-700-SD,MON REG O TINA SDESV VERTIKA SD, ,2928.0,,,http://portal.helvex.com.mx/images/productos/E-700-SD.jpg,,,,ST,MXN,
 ,E-701,MON REG Y TINA CDESV VERTIKA CR, ,2786.0,,,http://portal.helvex.com.mx/images/productos/E-701.jpg,,,,ST,MXN,
 ,E-701-S,MON REG Y TINA CDESV VERTIKA S, ,3204.0,,,http://portal.helvex.com.mx/images/productos/E-701-S.jpg,,,,ST,MXN,
 ,E-702,MON REG TINA SDESV PREMIER CR, ,2407.0,,,http://portal.helvex.com.mx/images/productos/E-702.jpg,,,,ST,MXN,
 ,E-702-S,MON REG TINA SDESV PREMIER S, ,2652.0,,,http://portal.helvex.com.mx/images/productos/E-702-S.jpg,,,,ST,MXN,
 ,E-703,MON REG Y TINA CDESV PREMIER CR, ,2648.0,,,http://portal.helvex.com.mx/images/productos/E-703.jpg,,,,ST,MXN,
 ,E-703-S,MON REG Y TINA CDESV PREMIER S, ,2913.0,,,http://portal.helvex.com.mx/images/productos/E-703-S.jpg,,,,ST,MXN,
 ,E-705,MON REG TINA CDESV EXPLORA CR, ,2137.0,,,http://portal.helvex.com.mx/images/productos/E-705.jpg,,,,ST,MXN,
 ,E-706,MON REG O TINA SDESV SPIRA CR, ,2594.0,,,http://portal.helvex.com.mx/images/productos/E-706.jpg,,,,ST,MXN,
 ,E-706-S,MON REG O TINA SDESV SPIRA S, ,2984.0,,,http://portal.helvex.com.mx/images/productos/E-706-S.jpg,,,,ST,MXN,
 ,E-708,MON REG O TINA  REDONDO S/DESV, ,1155.0,,,http://portal.helvex.com.mx/images/productos/E-708.jpg,,,,ST,MXN,
 ,E-709,MON REG O TINA REDONDO C/DESV, ,1656.0,,,http://portal.helvex.com.mx/images/productos/E-709.jpg,,,,ST,MXN,
 ,E-710,MON REG O TINA CUADRADO S/DESV, ,1559.0,,,http://portal.helvex.com.mx/images/productos/E-710.jpg,,,,ST,MXN,
 ,E-711,MON REG O TINA CUADRADO C/DESV, ,1943.0,,,http://portal.helvex.com.mx/images/productos/E-711.jpg,,,,ST,MXN,
 ,E-72,MON REG O TINA SDESV MANTISS CR, ,1861.0,,,http://portal.helvex.com.mx/images/productos/E-72.jpg,,,,ST,MXN,
 ,E-762,MBP CDESV CR, ,3590.0,,,http://portal.helvex.com.mx/images/productos/E-762.jpg,,,,ST,MXN,
 ,E-762-CO,MBP CVALV CDESV CO, ,4254.0,,,http://portal.helvex.com.mx/images/productos/E-762-CO.jpg,,,,ST,MXN,
 ,E-765,MBP SDESV CR, ,2814.0,,,http://portal.helvex.com.mx/images/productos/E-765.jpg,,,,ST,MXN,
 ,E-765-CO,MBP CVALV SDESV CO, ,3335.0,,,http://portal.helvex.com.mx/images/productos/E-765-CO.jpg,,,,ST,MXN,
 ,E-77,MON REG O TINA SDESV AQUA CR, ,1861.0,,,http://portal.helvex.com.mx/images/productos/E-77.jpg,,,,ST,MXN,
 ,E-77-S,MON REG O TINA SDESV AQUA S, ,2049.0,,,http://portal.helvex.com.mx/images/productos/E-77-S.jpg,,,,ST,MXN,
 ,E-77-SD,MON REG O TINA SVALV SDESV AQUA SD, ,2156.0,,,http://portal.helvex.com.mx/images/productos/E-77-SD.jpg,,,,ST,MXN,
 ,E-770,MBP SDESV NUVA CR, ,2936.0,,,http://portal.helvex.com.mx/images/productos/E-770.jpg,,,,ST,MXN,
 ,E-770-ND,MBP SDESV NUVA ND, ,3234.0,,,http://portal.helvex.com.mx/images/productos/E-770-ND.jpg,,,,ST,MXN,
 ,E-770-S,MBP SDESV NUVA S, ,3234.0,,,http://portal.helvex.com.mx/images/productos/E-770-S.jpg,,,,ST,MXN,
 ,E-771,MBP CDESV NUVA CR, ,3724.0,,,http://portal.helvex.com.mx/images/productos/E-771.jpg,,,,ST,MXN,
 ,E-771-ND,MBP CDESV NUVA ND, ,4100.0,,,http://portal.helvex.com.mx/images/productos/E-771-ND.jpg,,,,ST,MXN,
 ,E-771-S,MBP NUVA CDESV S, ,4100.0,,,http://portal.helvex.com.mx/images/productos/E-771-S.jpg,,,,ST,MXN,
 ,E-773-AAI,MBP SDESV ARSSEN AAI, ,4194.0,,,http://portal.helvex.com.mx/images/productos/E-773-AAI.jpg,,,,ST,MXN,
 ,E-774-AAI,MBP CDESV ARSSEN AAI, ,4727.0,,,http://portal.helvex.com.mx/images/productos/E-774-AAI.jpg,,,,ST,MXN,
 ,E-775,MBP SDESV KUBICA CR, ,3460.0,,,http://portal.helvex.com.mx/images/productos/E-775.jpg,,,,ST,MXN,
 ,E-775-S,MBP SDESV KUBICA S, ,3988.0,,,http://portal.helvex.com.mx/images/productos/E-775-S.jpg,,,,ST,MXN,
 ,E-776,MBP CDESV KUBICA CR, ,4258.0,,,http://portal.helvex.com.mx/images/productos/E-776.jpg,,,,ST,MXN,
 ,E-776-S,MBP CDESV KUBICA S, ,4903.0,,,http://portal.helvex.com.mx/images/productos/E-776-S.jpg,,,,ST,MXN,
 ,E-780,MBP SDESV MAGNA DX CR, ,3294.0,,,http://portal.helvex.com.mx/images/productos/E-780.jpg,,,,ST,MXN,
 ,E-780-ND,MBP SDESV MAGNA DX ND, ,3797.0,,,http://portal.helvex.com.mx/images/productos/E-780-ND.jpg,,,,ST,MXN,
 ,E-780-S,MBP SDESV MAGNA DX S, ,3797.0,,,http://portal.helvex.com.mx/images/productos/E-780-S.jpg,,,,ST,MXN,
 ,E-781,MBP CDESV MAGNA DX CR, ,4057.0,,,http://portal.helvex.com.mx/images/productos/E-781.jpg,,,,ST,MXN,
 ,E-781-ND,MBP CDESV MAGNA DX ND, ,4669.0,,,http://portal.helvex.com.mx/images/productos/E-781-ND.jpg,,,,ST,MXN,
 ,E-781-S,MBP CDESV MAGNA DX S, ,4669.0,,,http://portal.helvex.com.mx/images/productos/E-781-S.jpg,,,,ST,MXN,
 ,E-782,MBP SDESV NOVUS CR, ,2899.0,,,http://portal.helvex.com.mx/images/productos/E-782.jpg,,,,ST,MXN,
 ,E-784,MBP SDESV EXPLORA CR, ,2292.0,,,http://portal.helvex.com.mx/images/productos/E-784.jpg,,,,ST,MXN,
 ,E-785,MBP CDESV EXPLORA CR, ,2598.0,,,http://portal.helvex.com.mx/images/productos/E-785.jpg,,,,ST,MXN,
 ,E-790,MBP SDESV CR, ,1786.0,,,http://portal.helvex.com.mx/images/productos/E-790.jpg,,,,ST,MXN,
 ,E-791,MBP CDESV CR, ,2287.0,,,http://portal.helvex.com.mx/images/productos/E-791.jpg,,,,ST,MXN,
 ,E-792,MBP SDESV CR, ,2054.0,,,http://portal.helvex.com.mx/images/productos/E-792.jpg,,,,ST,MXN,
 ,E-793,MBP CDESV CR, ,2630.0,,,http://portal.helvex.com.mx/images/productos/E-793.jpg,,,,ST,MXN,
 ,E-83,MON REG O TINA SDESV MAGNA DX CR, ,2829.0,,,http://portal.helvex.com.mx/images/productos/E-83.jpg,,,,ST,MXN,
 ,E-83-ND,MONOMANDO REG O TIN MAGNA DX SDESV ND, ,3115.0,,,http://portal.helvex.com.mx/images/productos/E-83-ND.jpg,,,,ST,MXN,
